Language_ID	Language_Name	Language_Macroarea	Language_Family_Name	Parameters_Coded	Mean_Similarity
chal1275	Chaldean Neo-Aramaic	Eurasia	Afro-Asiatic	181	61.2577926421405
cham1309	Chamalal	Eurasia	Nakh-Daghestanian	159	64.9479682274248
cham1312	Chamorro	Papunesia	Austronesian	188	65.1246112040134
cham1315	Chamacoco	South America	Zamucoan	143	61.5728469899666
cham1318	Chamicuro	South America	Arawakan	54	59.7097615062762
chan1313	Chang Naga	Eurasia	Sino-Tibetan	170	67.3183737458194
char1269	Chara	Africa	Ta-Ne-Omotic	149	67.4714590301003
chas1234	Chashan	Eurasia	Sino-Tibetan	169	70.1382232441472
chec1245	Chechen	Eurasia	Nakh-Daghestanian	168	62.7061580267559
chek1238	Cheke Holo	Papunesia	Austronesian	167	69.4954096989967
chen1255	Chenchu	Eurasia	Dravidian	180	66.7924247491639
chep1245	Chepang	Eurasia	Sino-Tibetan	163	66.3222909698997
cher1273	Cherokee	North America	Iroquoian	184	64.93622909699
chey1247	Cheyenne	North America	Algic	139	65.4558152173913
chhi1245	Chintang	Eurasia	Sino-Tibetan	150	64.9233653846154
chib1270	Chibcha	South America	Chibchan	148	66.8919397993311
chic1270	Chickasaw	North America	Muskogean	150	67.5314297658863
chig1238	Chiga	Africa	Atlantic-Congo	95	60.5456730769231
chil1280	Chilcotin-Nicola	North America	Athabaskan-Eyak-Tlingit	183	66.6148829431438
chim1301	Chimariko	North America		141	61.5704389632107
chim1302	Bolivar-North Chimborazo Highland Quichua	South America	Quechuan	176	66.1339381270903
chim1309	Chimila	South America	Chibchan	136	65.7680602006689
chim1312	Chimwiini	Africa	Atlantic-Congo	81	60.3198619824341
chin1286	Clatsop-Shoalwater Chinook	North America	Chinookan	164	61.2665091973244
chip1241	Chippewa	North America	Algic	171	67.5767809364549
chip1261	Chipewyan	North America	Athabaskan-Eyak-Tlingit	193	66.7629055183946
chiq1248	Lomeriano-Ignaciano Chiquitano	South America	Chiquitano	166	60.6922366220736
chir1283	Chiru	Eurasia	Sino-Tibetan	170	67.6914548494983
chit1248	Chitimacha	North America		167	67.7994899665552
choc1275	Chocangacakha	Eurasia	Sino-Tibetan	124	68.9622491638796
choc1276	Choctaw	North America	Muskogean	190	61.9543227424749
chol1284	Cholón	South America	Hibito-Cholon	181	66.1638837792642
chon1284	Chong of Chanthaburi	Eurasia	Austroasiatic	193	70.5190468227425
chot1239	Chothe	Eurasia	Sino-Tibetan	176	67.8582692307692
chra1242	Chrau	Eurasia	Austroasiatic	166	69.9447742474916
chug1252	Duhumbi	Eurasia	Sino-Tibetan	184	66.8435911371238
chuj1250	Chuj	North America	Mayan	171	65.2353553511706
chuk1273	Chukchi	Eurasia	Chukotko-Kamchatkan	195	64.3514297658863
chuu1238	Chuukese	Papunesia	Austronesian	132	67.6255392976589
chuv1255	Chuvash	Eurasia	Turkic	193	66.6121989966555
chuw1238	Chuwabu	Africa	Atlantic-Congo	180	65.6713294314381
cici1237	Cicipu	Africa	Atlantic-Congo	172	62.8447784280936
clas1249	Classical-Middle Armenian	Eurasia	Indo-European	183	63.5770735785953
clas1250	Classical Nahuatl	North America	Uto-Aztecan	185	60.8876923076923
coah1252	Coahuilteco	North America		129	66.2566722408027
coat1243	Coatlán Zapotec	North America	Otomanguean	166	64.4784991638796
coca1259	Cocama-Cocamilla	South America	Tupian	188	67.4484949832776
coch1272	Cochimi	North America	Cochimi-Yuman	89	64.7101045150502
coco1260	Cocos Islands Malay	Papunesia	Austronesian	88	71.7588085284281
coeu1236	Coeur d'Alene	North America	Salishan	157	63.8541429765886
cofa1242	Cofán	South America		137	67.0165050167224
cogu1240	Cogui	South America	Chibchan	141	67.3423787625418
colo1256	Tsafiki	South America	Barbacoan	144	63.8140844481605
colu1241	Columbia-Wenatchi	North America	Salishan	178	65.4754096989967
coma1245	Comanche	North America	Uto-Aztecan	182	65.4592767558528
como1259	Comox	North America	Salishan	177	62.4107065217391
cong1236	Congo Swahili	Africa	Atlantic-Congo	111	64.9834573578595
coos1249	Hanis	North America	Coosan	176	64.7513419732442
copa1237	Copala Triqui	North America	Otomanguean	171	63.2558277591973
copt1239	Coptic	Africa	Afro-Asiatic	178	65.1089799331104
cori1240	Cori	Africa	Atlantic-Congo	139	68.6583904682274
cors1241	Corsican	Eurasia	Indo-European	179	60.5626505016722
cosa1234	Cosao	Eurasia	Sino-Tibetan	194	68.9646948160535
cota1241	Cotabato Manobo	Papunesia	Austronesian	145	65.3411329431438
cowl1242	Cowlitz	North America	Salishan	175	63.0649122073579
cree1270	Creek	North America	Muskogean	185	64.9778386287625
crim1257	Crimean Tatar	Eurasia	Turkic	179	67.0959991638796
cros1244	Cross River Mbembe	Africa	Atlantic-Congo	164	68.3452006688963
crow1244	Crow	North America	Siouan	192	61.2235117056856
cuaa1241	Cua	Eurasia	Austroasiatic	8	63.5182752832564
cube1242	Cubeo	South America	Tucanoan	191	59.1713043478261
culi1244	Culina	South America	Arawan	179	67.0179306020067
cupe1243	Cupeño	North America	Uto-Aztecan	48	63.0950648264325
curr1243	Curripaco	South America	Arawakan	101	57.6527508361204
cusc1236	Cusco Quechua	South America	Quechuan	167	66.816893812709
cypr1248	Cypriot Arabic	Eurasia	Afro-Asiatic	142	63.9227466555184
czec1258	Czech	Eurasia	Indo-European	191	62.6773118729097
daai1236	Daai Chin	Eurasia	Sino-Tibetan	183	66.3214882943144
daak1235	Da'a Kaili	Papunesia	Austronesian	123	67.3250480970305
daas1238	Daasanach	Africa	Afro-Asiatic	191	67.672508361204
dadi1250	Dadibi	Papunesia	Teberan	164	65.5440760869565
dagb1246	Dagbani	Africa	Atlantic-Congo	177	67.1954138795987
dagi1241	Dagik	Africa	Narrow Talodi	167	63.5200627090301
daha1245	Dahalo	Africa	Afro-Asiatic	46	61.3377029288703
daka1243	Dakaka	Papunesia	Austronesian	187	67.1202591973244
damp1237	Dampelas	Papunesia	Austronesian	159	68.241233277592
dana1252	Danau	Eurasia	Austroasiatic	179	68.1532274247492
dand1238	Dandami Maria	Eurasia	Dravidian	161	65.3132065217391
dani1285	Danish	Eurasia	Indo-European	182	60.5996279264214
dara1250	Darai	Eurasia	Indo-European	178	66.9359448160535
dard1243	Dar Daju Daju	Africa	Dajuic	93	69.172129707113
darg1241	North-Central Dargwa	Eurasia	Nakh-Daghestanian	146	65.9676212374582
darl1243	Paakantyi	Australia	Pama-Nyungan	45	62.9978051839465
darm1243	Darma	Eurasia	Sino-Tibetan	179	67.3908068561873
daur1238	Dagur	Eurasia	Mongolic-Khitan	149	70.3266429765886
dawr1236	Dawro	Africa	Ta-Ne-Omotic	156	67.8382274247492
daww1239	Dâw	South America	Naduhup	89	62.1038294314381
daza1242	Dazaga	Africa	Saharan	180	65.4672533444816
defa1248	Defaka	Africa	Ijoid	75	67.6394230769231
dege1246	Degema	Africa	Atlantic-Congo	189	67.0976254180602
dehu1237	Dehu	Papunesia	Austronesian	150	65.4147658862876
dera1245	Dera (Indonesia)	Papunesia	Senagi	93	57.6738628762542
dera1248	Dera (Nigeria)	Africa	Afro-Asiatic	178	64.3341931438127
desa1247	Desano	South America	Tucanoan	180	61.7917015050167
dhao1237	Dhao	Papunesia	Austronesian	189	66.1097993311037
dhar1247	Dhargari	Australia	Pama-Nyungan	77	63.2842892976589
dhar1248	Dharumbal	Australia	Pama-Nyungan	74	59.8919397993311
dhim1246	Dhimal	Eurasia	Sino-Tibetan	185	66.8725752508361
dibo1245	Dibole	Africa	Atlantic-Congo	124	66.1917015050167
dido1241	Tsez	Eurasia	Nakh-Daghestanian	170	63.6878010033445
dier1241	Dieri	Australia	Pama-Nyungan	66	61.0545192307692
diga1241	Tawra	Eurasia	Sino-Tibetan	178	66.294385451505
digo1243	Digo	Africa	Atlantic-Congo	190	64.2979515050167
dima1251	Dimasa	Eurasia	Sino-Tibetan	187	67.8264841137124
dime1235	Dime	Africa	South Omotic	52	57.0470418410042
diri1252	Diriku-Shambyu	Africa	Atlantic-Congo	137	67.4121822742475
dizi1235	Dizin	Africa	Dizoid	57	68.3026086956522
djam1255	Jaminjung-Ngaliwurru	Australia	Mirndi	184	63.1376086956522
djam1256	Djambarrpuyngu	Australia	Pama-Nyungan	91	62.6916304347826
djee1236	Djeebbana	Australia	Maningrida	182	59.7046195652174
djeo1235	Djeoromitxí	South America	Nuclear-Macro-Je	107	70.4619857859532
djin1251	Jingulu	Australia	Mirndi	166	62.8077090301003
djin1253	Djinang	Australia	Pama-Nyungan	59	63.8299038059389
dobe1238	Dobel	Papunesia	Austronesian	145	64.7322198996656
dobu1241	Dobu	Papunesia	Austronesian	174	67.7578302675585
doma1260	Domaaki	Eurasia	Indo-European	144	64.7460953177257
domm1246	Dom	Papunesia	Nuclear Trans New Guinea	179	64.7423035117057
dong1285	Dongxiang	Eurasia	Mongolic-Khitan	164	68.703754180602
doro1266	Doromu-Koki	Papunesia	Manubaran	167	67.7752633779264
drun1238	Drung	Eurasia	Sino-Tibetan	182	65.5539381270903
dual1243	Duala	Africa	Atlantic-Congo	138	68.5829724080268
dumb1241	Dumbea	Papunesia	Austronesian	173	64.508754180602
dumi1241	Dumi	Eurasia	Sino-Tibetan	166	64.9392433110368
duna1248	Duna	Papunesia		91	59.1991178929766
dupa1235	Dupaninan Agta	Papunesia	Austronesian	164	65.238131270903
dura1244	Dura	Eurasia	Sino-Tibetan	171	68.8623787625418
duru1236	Duruwa	Eurasia	Dravidian	121	68.2926463210702
dusn1237	Dusner	Papunesia	Austronesian	186	63.4698704013378
dutc1256	Dutch	Eurasia	Indo-European	187	61.8667683946488
dyan1250	Dyangadi	Australia	Pama-Nyungan	190	66.7926755852843
dyir1250	Dyirbal	Australia	Pama-Nyungan	78	63.6621112040134
dyul1238	Dyula	Africa	Mande	157	68.499974916388
dzao1238	Dzao Min	Eurasia	Hmong-Mien	193	68.0794690635451
dzon1239	Dzongkha	Eurasia	Sino-Tibetan	175	62.6296739130435
east1236	Eastern Katu	Eurasia	Austroasiatic	106	67.3408904682274
east2330	Eastern Lawa	Eurasia	Austroasiatic	194	66.5894565217391
east2332	Eastern Bru	Eurasia	Austroasiatic	134	71.4080894648829
east2333	Eastern Mnong	Eurasia	Austroasiatic	36	65.3797238493724
east2342	Eastern Kayah	Eurasia	Sino-Tibetan	189	69.9059364548495
east2379	Eastern Arrernte	Australia	Pama-Nyungan	93	64.4695275919732
east2440	East Makian	Papunesia	Austronesian	95	65.0247408026756
east2443	East Ambae	Papunesia	Austronesian	182	66.9184908026756
east2447	East Futuna	Papunesia	Austronesian	187	66.0842725752508
east2485	Eastern Penan	Papunesia	Austronesian	147	69.8623578595318
east2516	East Kewa	Papunesia	Nuclear Trans New Guinea	179	62.7103929765886
east2545	Eastern Pomo	North America	Pomoan	163	65.6763963210702
east2555	Eastern Bolivian Guaraní	South America	Tupian	182	67.5915301003345
east2556	Eastern Highland Otomi	North America	Otomanguean	164	62.5661204013378
east2563	Eastern Cham	Eurasia	Austronesian	92	65.391220735786
east2690	Eastern Egyptian Bedawi Arabic	Eurasia	Afro-Asiatic	147	65.1011831103679
east2694	Eastern Subanen	Papunesia	Austronesian	109	61.3867600334448
east2773	Eastern Newari	Eurasia	Sino-Tibetan	190	65.4808110367893
east2782	Eastern Kikongo	Africa	Atlantic-Congo	156	66.1047636971978
egaa1242	Ega	Africa	Atlantic-Congo	125	59.206051861146
egyp1253	Egyptian Arabic	Africa	Afro-Asiatic	166	61.3857566889632
eipo1242	Eipomek	Papunesia	Nuclear Trans New Guinea	184	66.3314423076923
ekar1243	Ekari	Papunesia	Nuclear Trans New Guinea	151	61.5286245819398
elem1253	Eleme	Africa	Atlantic-Congo	140	65.25252090301
elip1238	Elip	Africa	Atlantic-Congo	111	67.2701672240803
elmo1238	El Molo	Africa	Afro-Asiatic	171	68.473122909699
elna1235	El Nayar Cora	North America	Uto-Aztecan	162	63.2825710702341
emae1237	Emae	Papunesia	Austronesian	156	69.0715510033445
embe1260	Emberá-Catío	South America	Chocoan	164	67.112529264214
embe1262	Emberá-Chamí	South America	Chocoan	159	68.0765802675585
enap1235	Panare	South America	Cariban	146	58.604970735786
enuu1235	Enu	Eurasia	Sino-Tibetan	193	68.805606187291
epen1239	Epena	South America	Chocoan	157	65.754385451505
ersu1241	Ersu	Eurasia	Sino-Tibetan	195	68.8573871237458
erzy1239	Erzya	Eurasia	Uralic	190	68.318093645485
esan1238	Esan	Africa	Atlantic-Congo	123	64.800008361204
esee1247	Ese	Papunesia	Koiarian	75	65.1854138795987
esee1248	Ese Ejja	South America	Pano-Tacanan	189	63.4827090301003
esim1238	Esimbi	Africa	Atlantic-Congo	154	63.7374540133779
esse1238	Esselen	North America		110	65.1496906354515
esto1258	Estonian	Eurasia	Uralic	195	67.6292433110368
eton1253	Eton-Mengisa	Africa	Atlantic-Congo	115	62.3863795986622
etru1241	Etruscan	Eurasia		130	69.2288582183187
eude1234	Eudeve	North America	Uto-Aztecan	153	66.7122700668896
even1259	Evenki	Eurasia	Tungusic	158	67.0594481605351
even1260	Even	Eurasia	Tungusic	141	67.3712959866221
ewee1241	Ewe	Africa	Atlantic-Congo	162	67.9930225752508
eyak1241	Eyak	North America	Athabaskan-Eyak-Tlingit	174	66.9494272575251
fait1240	Kulsab	Papunesia	Nuclear Trans New Guinea	126	65.7717851170569
fala1243	Falam Chin	Eurasia	Sino-Tibetan	143	66.3146655518395
fare1241	Farefare	Africa	Atlantic-Congo	174	63.5849456521739
faro1244	Faroese	Eurasia	Indo-European	194	62.7048285953177
fass1245	Momu-Fas	Papunesia	Baibai-Fas	144	67.9145735785953
fasu1242	Fasu	Papunesia		120	65.2490802675585
fefe1239	Fe'fe'	Africa	Atlantic-Congo	142	68.8957190635451
fiji1243	Fijian	Papunesia	Austronesian	187	64.4285326086956
fili1244	Filipino	Papunesia	Austronesian	186	66.0211329431438
filo1235	Filomeno Mata Totonac	North America	Totonacan	144	63.288724916388
fina1242	Finallig	Papunesia	Austronesian	164	66.5704515050167
finn1310	Finnish Sign Language	Eurasia	Sign Language	16	69.3905661174482
finn1318	Finnish	Eurasia	Uralic	195	67.1103804347826
fipa1238	Fipa	Africa	Atlantic-Congo	120	61.7480769230769
foii1241	Foi	Papunesia	East Kutubu	118	64.8275919732442
fonn1241	Fon	Africa	Atlantic-Congo	189	68.7754306020067
fore1265	Forest Enets	Eurasia	Uralic	193	66.9975418060201
fore1270	Fore	Papunesia	Nuclear Trans New Guinea	97	62.4273285953177
fran1266	Francisco León Zoque	North America	Mixe-Zoque	161	65.0982525083612
fuln1247	Fulniô	South America		177	65.3017265886288
furr1244	Fur	Africa	Furan	182	66.0802466555184
furu1242	Furu	Africa	Central Sudanic	127	65.7683695652174
futu1245	Futuna-Aniwa	Papunesia	Austronesian	192	64.9250919732442
fuyu1242	Fuyug	Papunesia	Goilalan	180	64.6645568561873
gaaa1244	Ga	Africa	Atlantic-Congo	133	70.2483277591973
gaaa1245	Gaa	Africa	Atlantic-Congo	79	69.6259030100334
gaam1241	Gaam	Africa	Eastern Jebel	83	63.7691471571906
gaan1243	Ga'anda	Africa	Afro-Asiatic	140	65.8015635451505
gada1258	Ga'dang	Papunesia	Austronesian	70	67.2239523212045
gade1242	Gade	Africa	Atlantic-Congo	178	68.0369147157191
gaga1249	Gagauz	Eurasia	Turkic	188	66.2345108695652
gaga1251	Gaagudju	Australia		169	63.9343394648829
gahr1239	Bunan	Eurasia	Sino-Tibetan	195	63.9532901337793
gala1264	Galambu	Africa	Afro-Asiatic	79	67.1138586956522
gale1259	Galela	Papunesia	North Halmahera	143	68.1811329431438
gali1258	Galician	Eurasia	Indo-European	192	61.370614548495
gali1262	Galibi Carib	South America	Cariban	173	65.8153344481605
galo1242	Galo	Eurasia	Sino-Tibetan	179	66.6792767558528
gamb1251	Gambera	Australia	Worrorran	129	67.0145025083612
gamo1243	Gamo	Africa	Ta-Ne-Omotic	183	66.1329096989967
gana1278	Ganai	Australia	Pama-Nyungan	53	62.3920660811376
gand1255	Ganda	Africa	Atlantic-Congo	148	62.2567809364549
gang1266	Gangte	Eurasia	Sino-Tibetan	184	69.8249122073579
gang1267	Ganggalida	Australia	Tangkic	94	63.8128302675585
gant1244	Gants	Papunesia	Nuclear Trans New Guinea	164	66.521872909699
gapa1238	Gapapaiwa	Papunesia	Austronesian	157	66.7289464882943
gara1269	Garrwa	Australia	Garrwan	94	57.0143143812709
gari1256	Garifuna	North America	Arawakan	80	57.6240969899666
garo1247	Garo	Eurasia	Sino-Tibetan	164	67.8941513377926
gata1239	Gata'	Eurasia	Austroasiatic	156	65.1224456521739
gayo1244	Gayo	Papunesia	Austronesian	193	66.7264214046823
gbay1278	Gbayi	Africa	Atlantic-Congo	58	68.6227968227425
gbay1288	Kresh-Woro	Africa	Kresh-Aja	134	65.1836956521739
geba1237	Geba Karen	Eurasia	Sino-Tibetan	193	67.5091220735786
gebe1237	Gebe	Papunesia	Austronesian	129	69.5950710702341
geda1237	Gedaged	Papunesia	Austronesian	151	66.1790760869565
gela1263	Gela	Papunesia	Austronesian	181	67.9748662207358
geme1244	Geme	Africa	Atlantic-Congo	6	66.4591568296796
geru1240	Geruma	Africa	Afro-Asiatic	66	66.8565468227425
gese1240	Geser-Gorom	Papunesia	Austronesian	69	67.4187876254181
ghad1239	Ghadames	Africa	Afro-Asiatic	160	62.8945944816054
ghan1242	Ghanongga	Papunesia	Austronesian	166	65.2239966555184
ghar1239	Ghari	Papunesia	Austronesian	151	66.644347826087
gheg1238	Gheg Albanian	Eurasia	Indo-European	188	62.719368729097
ghod1238	Godoberi	Eurasia	Nakh-Daghestanian	165	63.81997909699
ghom1257	Ghomara	Africa	Afro-Asiatic	158	60.6576128762542
gida1247	Gidar	Africa	Afro-Asiatic	80	57.2780309364548
giiw1236	Giiwo	Africa	Afro-Asiatic	70	65.6510242474916
gilb1244	Gilbertese	Papunesia	Austronesian	171	68.7358152173913
gily1242	Amur Nivkh	Eurasia	Nivkh	183	64.7841513377926
gira1247	Girawa	Papunesia	Nuclear Trans New Guinea	169	65.5833026755853
giry1241	Giryama	Africa	Atlantic-Congo	83	60.5619565217391
gizr1240	Gizrra	Papunesia	Eastern Trans-Fly	93	60.8006856187291
glav1244	Glavda	Africa	Afro-Asiatic	149	66.248110367893
gobu1238	Gobu	Africa	Atlantic-Congo	141	67.5244439799331
goem1240	Goemai	Africa	Afro-Asiatic	92	57.9119314381271
gofa1235	Gofa	Africa	Ta-Ne-Omotic	169	66.3218352842809
gogo1265	Gogodala	Papunesia	Suki-Gogodala	166	68.3997617056856
gola1255	Gola	Africa	Atlantic-Congo	150	64.7979473244147
goli1247	Golin	Papunesia	Nuclear Trans New Guinea	88	61.1902591973244
golo1234	Golo	Africa	Atlantic-Congo	82	64.3262818904224
goon1238	Gooniyandi	Australia	Bunaban	99	54.2828428093645
goro1270	Gorowa	Africa	Afro-Asiatic	13	62.1331104528142
gras1249	Grass Koiari	Papunesia	Koiarian	95	61.0753929765886
gros1243	Gros Ventre	North America	Algic	161	63.7364255852843
guah1255	Guahibo	South America	Guahiboan	179	60.8217224080268
guam1248	Guambiano	South America	Barbacoan	127	64.610597826087
guan1266	Khroskyabs	Eurasia	Sino-Tibetan	191	62.3555058528428
guan1269	Kotiria	South America	Tucanoan	157	63.3302968227425
guar1293	Baniva de Maroa	South America	Arawakan	101	60.6771362876254
guat1253	Guató	South America		127	66.148779264214
gube1234	Gubeeher-Gufangor-Gubelor	Africa	Atlantic-Congo	180	63.4335158862876
gude1246	Gude	Africa	Afro-Asiatic	176	67.413783444816
guer1241	Central Guerrero Nahuatl	North America	Uto-Aztecan	135	66.1950376254181
guer1243	Guerrero Amuzgo	North America	Otomanguean	179	64.2191429765886
gugu1253	Gugu Badhun	Australia	Pama-Nyungan	151	68.5619899665552
gugu1255	Guugu Yimidhirr	Australia	Pama-Nyungan	72	66.2807943143813
guhu1244	Guhu-Samane	Papunesia	Nuclear Trans New Guinea	167	65.0106730769231
guiq1238	Guiqiong	Eurasia	Sino-Tibetan	177	67.6113001672241
gulf1241	Gulf Arabic	Eurasia	Afro-Asiatic	154	62.5606647157191
guma1254	Gumawana	Papunesia	Austronesian	176	67.6722700668896
gumu1244	Northern Gumuz	Africa	Gumuz	160	63.0976546822742
gung1248	Gungabula	Australia	Pama-Nyungan	44	66.5851379598662
gunw1252	Bininj Kun-Wok	Australia	Gunwinyguan	191	61.1214966555184
guny1241	Gunya	Australia	Pama-Nyungan	177	67.2101421404682
gura1251	Gurani	Eurasia	Indo-European	128	66.9205769230769
gure1255	Gureng Gureng	Australia	Pama-Nyungan	133	69.7025794314381
guri1248	Guriaso	Papunesia		24	55.4077006688963
guro1248	Guro	Africa	Mande	131	63.9301505016722
guru1261	Gurung	Eurasia	Sino-Tibetan	174	67.490618729097
guru1271	Guruntum-Mbaaru	Africa	Afro-Asiatic	181	67.1915510033445
gusi1247	Gusii	Africa	Atlantic-Congo	173	65.5935994983278
gwen1239	Gweno	Africa	Atlantic-Congo	135	67.7274289297659
gyel1242	Gyele	Africa	Atlantic-Congo	190	67.7904431438127
haaa1252	Ha	Africa	Atlantic-Congo	187	66.1990760869565
hadi1240	Hadiyya	Africa	Afro-Asiatic	189	63.3887918060201
hadz1240	Hadza	Africa		190	61.1249289297659
haio1238	Hai//om-Akhoe	Africa	Khoe-Kwadi	35	45.3968396818753
hait1244	Haitian	North America	Indo-European	180	66.2869941471572
haka1240	Haka Chin	Eurasia	Sino-Tibetan	170	65.2432441471572
hakk1236	Hakka Chinese	Eurasia	Sino-Tibetan	143	68.557512541806
hala1252	Halang	Eurasia	Austroasiatic	82	67.4073369565217
halh1238	Halh Mongolian	Eurasia	Mongolic-Khitan	185	67.9167600334448
hali1244	Halia	Papunesia	Austronesian	172	65.7199247491639
halk1245	Halkomelem	North America	Salishan	193	63.1620903010033
hame1242	Hamer-Banna	Africa	South Omotic	173	63.7035535117057
hang1263	Hanga Hundi	Papunesia	Ndu	161	64.7395777591973
hani1248	Hani	Eurasia	Sino-Tibetan	186	68.6530643812709
hano1246	Hano	Papunesia	Austronesian	183	66.3008193979933
haro1237	Haroi	Eurasia	Austronesian	95	68.9431605351171
haru1245	Haruai	Papunesia	Piawi	178	66.7071571906355
hass1238	Hassaniyya	Africa	Afro-Asiatic	142	61.9825794314381
hata1243	Hatam	Papunesia	Hatam-Mansim	96	61.1244397993311
haus1257	Hausa	Africa	Afro-Asiatic	91	56.4408821070234
hava1248	Havasupai-Walapai-Yavapai	North America	Cochimi-Yuman	165	65.6014172240803
hawa1245	Hawaiian	Papunesia	Austronesian	181	65.3399289297659
hdii1240	Hdi	Africa	Afro-Asiatic	98	58.3091889632107
hebr1245	Modern Hebrew	Eurasia	Afro-Asiatic	167	64.3340217391304
hehe1240	Hehe	Africa	Atlantic-Congo	144	66.0740259197324
heil1246	Heiltsuk-Oowekyala	North America	Wakashan	126	67.1011580267559
here1253	Herero	Africa	Atlantic-Congo	187	64.9164924749164
hert1241	Hertevin	Eurasia	Afro-Asiatic	64	63.0227017984107
hida1246	Hidatsa	North America	Siouan	177	62.2360702341137
hier1240	Hieroglyphic Luwian	Eurasia	Indo-European	142	66.1311705685619
high1243	Highland Totonac	North America	Totonacan	120	64.8346362876254
high1276	Highland Popoluca	North America	Mixe-Zoque	186	65.6510033444816
high1278	Highland Puebla Nahuatl	North America	Uto-Aztecan	132	69.1708779264214
hili1240	Hiligaynon	Papunesia	Austronesian	77	64.6972617056856
hind1269	Hindi	Eurasia	Indo-European	187	63.025610367893
hinu1240	Hinuq	Eurasia	Nakh-Daghestanian	99	61.1666220735786
hixk1239	Hixkaryána	South America	Cariban	162	62.3607483277592
hlai1239	Hlai	Eurasia	Tai-Kadai	99	65.1166137123746
hler1235	Hlersu	Eurasia	Sino-Tibetan	74	63.5204813729594
hoaa1235	Amkoe	Africa	Kxa	193	67.776860367893
hoav1238	Hoava	Papunesia	Austronesian	176	64.0692265886288
holo1240	Holoholo	Africa	Atlantic-Congo	144	64.3530351170569
homa1239	Homa	Africa	Atlantic-Congo	14	61.9709609735627
hone1235	Hõne	Africa	Atlantic-Congo	177	67.1373118729097
honi1244	Honi	Eurasia	Sino-Tibetan	165	68.4121070234114
hooo1248	Ho	Eurasia	Austroasiatic	149	66.5308110367893
hote1245	Hote	Papunesia	Austronesian	162	68.5834615384615
hozo1236	Hozo	Africa	Blue Nile Mao	87	60.0085284280936
hrus1242	Hruso	Eurasia		89	71.315008361204
huaa1248	East Taa	Africa	Tuu	164	65.5050961538462
hual1241	Huallaga Huánuco Quechua	South America	Quechuan	191	65.0777132107023
huam1247	Huambisa	South America	Chicham	180	63.0336914715719
huar1255	Huarijio	North America	Uto-Aztecan	181	66.7732232441472
huas1242	Huastec	North America	Mayan	176	67.7409866220736
huba1236	Huba	Africa	Afro-Asiatic	151	70.8404138795987
huic1243	Huichol	North America	Uto-Aztecan	179	63.7519774247492
hula1239	Hula	Papunesia	Austronesian	164	64.7302048494983
hula1244	Hulaulá	Eurasia	Afro-Asiatic	182	64.2341555183946
huli1244	Huli	Papunesia	Nuclear Trans New Guinea	131	64.376860367893
humb1243	Humburi Senni Songhay	Africa	Songhay	167	69.9893102006689
hung1274	Hungarian	Eurasia	Uralic	189	63.3719941471572
hung1275	Hung	Eurasia	Austroasiatic	142	66.1867600334448
hunz1247	Hunzib	Eurasia	Nakh-Daghestanian	170	62.2611538461538
hupd1244	Hup	South America	Naduhup	160	63.2732608695652
hurr1240	Hurrian	Eurasia	Hurro-Urartian	125	66.8427424749164
huuu1240	Hu	Eurasia	Austroasiatic	175	69.6443394648829
hyam1245	Hyam	Africa	Atlantic-Congo	93	67.3198996655518
iaai1238	Iaai	Papunesia	Austronesian	178	62.2211204013378
iama1237	Iamalele	Papunesia	Austronesian	107	69.2696070234114
iatm1242	Iatmul	Papunesia	Ndu	191	64.8174414715719
ibal1244	Ibaloi	Papunesia	Austronesian	169	66.1657023411371
iban1264	Iban	Papunesia	Austronesian	188	70.757504180602
iban1267	Ibanag	Papunesia	Austronesian	177	66.2210367892977
ibat1238	Ibatan	Papunesia	Austronesian	176	66.1036078595318
ibib1240	Ibibio	Africa	Atlantic-Congo	140	64.9796948160535
icel1247	Icelandic	Eurasia	Indo-European	184	64.0315175585284
idaa1241	Ida'an	Papunesia	Austronesian	93	59.7184782608696
idii1243	Idi-Taeme	Papunesia	Pahoturi	185	62.818118729097
idom1241	Idoma	Africa	Atlantic-Congo	144	68.4492976588629
idum1241	Idu	Eurasia	Sino-Tibetan	151	67.8626254180602
idun1242	Iduna	Papunesia	Austronesian	179	68.4864423076923
igna1246	Ignaciano	South America	Arawakan	91	56.0261036789298
ikkk1242	Ik	Africa	Kuliak	167	65.0194983277592
ilaa1246	Ila	Africa	Atlantic-Congo	124	66.2566471571906
ilia1236	Ilianen Manobo	Papunesia	Austronesian	18	51.3301257861635
iliu1237	Ili'uun	Papunesia	Austronesian	168	69.2057734113712
ilok1237	Iloko	Papunesia	Austronesian	94	59.4542474916388
ilon1239	Ilongot	Papunesia	Austronesian	145	65.3073829431438
imba1240	Imbabura Highland Quichua	South America	Quechuan	192	65.8471070234114
imon1245	Imonda	Papunesia	Border	91	59.4074205685619
indo1316	Indonesian	Papunesia	Austronesian	96	65.2493311036789
ines1240	Ineseño	North America	Chumashan	173	69.2114632107023
inga1252	Colombian Inga	South America	Quechuan	69	62.0563906315349
ingr1248	Ingrian	Eurasia	Uralic	195	67.4813795986622
ingu1240	Ingush	Eurasia	Nakh-Daghestanian	166	62.2046822742475
iqui1243	Iquito	South America	Zaparoan	116	67.3171404682274
iran1262	Iranun	Papunesia	Austronesian	138	69.6372909698997
iraq1241	Iraqw	Africa	Afro-Asiatic	116	62.4716596989967
