Language_ID	Language_Name	Language_Macroarea	Language_Family_Name	Parameters_Coded	Mean_Similarity	Median_Similarity	Similarity_SD
bomb1262	Bomboma	Africa	Atlantic-Congo	119	64.5702132107023	63.385	8.74602321749604
bomk1234	Bom-Kim	Africa	Atlantic-Congo	140	64.5436329431438	64.75	6.21838936900145
bona1250	Bonan	Eurasia	Mongolic-Khitan	171	66.7093227424749	66.67	6.73685379381565
bond1245	Bondo	Eurasia	Austroasiatic	152	66.3169648829431	66.67	6.87405562397312
bond1247	Bondei	Africa	Atlantic-Congo	151	64.9916137123746	64.08	7.9481138800168
bong1284	Bongili	Africa	Atlantic-Congo	102	63.1854724080268	62.07	8.60947631994129
bong1285	Bongo	Africa	Central Sudanic	146	67.5236914715719	67.63	6.25091467683529
bong1289	Bonggi	Papunesia	Austronesian	150	69.3354138795987	69.59	6.57009338893906
bora1263	Bora	South America	Boran	173	58.7076463210702	58.84	5.58891604322159
bora1271	Borana-Arsi-Guji Oromo	Africa	Afro-Asiatic	78	61.3505476588629	61.11	7.33399743911017
bord1248	Border Kuna	South America	Chibchan	162	67.1171362876254	67.415	6.15568667267917
bori1243	Bori-Karko	Eurasia	Sino-Tibetan	152	67.2791471571906	67.675	6.63567941232499
boro1277	Boro (Ethiopia)	Africa	Ta-Ne-Omotic	176	64.3259489966555	64.12	6.50594446982841
boro1282	Bororo	South America	Bororoan	184	66.9827382943144	67.62	5.39897594593779
boru1252	Boruca	North America	Chibchan	117	68.5573871237458	69.16	6.94173774099186
boto1242	Botolan Sambal	Papunesia	Austronesian	175	67.1475418060201	67.46	6.6860351398406
boun1243	Bouna Kulango	Africa	Atlantic-Congo	179	67.2845652173913	67.475	6.01664984390273
boun1245	Bo-Ung	Papunesia	Nuclear Trans New Guinea	145	66.4838043478261	66.2	7.75912197957669
bouy1240	Bouyei	Eurasia	Tai-Kadai	95	65.0320317725753	64.02	9.88830839323861
brah1256	Brahui	Eurasia	Dravidian	151	66.3353177257525	65.86	7.16034985320524
bret1244	Breton	Eurasia	Indo-European	189	60.7501588628763	60.935	5.26593374370308
brib1243	Bribri	North America	Chibchan	163	62.6659448160535	62.825	5.60335100434764
bube1242	Bube	Africa	Atlantic-Congo	135	63.1383821070234	63.485	6.69410826173324
bubi1250	Bubi	Africa	Atlantic-Congo	144	64.6305813467169	63.89	6.56773051661546
budu1248	Budukh	Eurasia	Nakh-Daghestanian	158	67.1251839464883	66.67	6.63164197227641
budu1265	Buduma	Africa	Afro-Asiatic	137	66.072495819398	66.065	6.24280768933915
budz1238	Budza	Africa	Atlantic-Congo	166	67.8326379598662	67.27	7.06189477272515
buga1247	Bugan	Eurasia	Austroasiatic	190	70.8629640468227	70.59	8.36158995957049
buga1250	Bugawac	Papunesia	Austronesian	191	66.1745819397993	66.25	7.18439675013119
bugh1239	Bughotu	Papunesia	Austronesian	131	65.7414799331104	65.4	8.04724184303124
bugi1244	Buginese	Papunesia	Austronesian	183	66.5355351170569	67.07	6.34166228338763
bugl1243	Buglere	North America	Chibchan	157	65.7484239130435	66.21	5.90791795705269
bugu1246	Bugun	Eurasia	Sino-Tibetan	101	72.3668269230769	72.55	7.67238917638576
buhu1237	Buhutu	Papunesia	Austronesian	134	69.5435117056856	69.81	6.12860567234561
bujh1238	Bujhyal	Eurasia	Sino-Tibetan	179	64.6279013377926	64.71	6.71751169005527
buka1257	Bukar-Sadung Bidayuh	Papunesia	Austronesian	132	69.6050418060201	69.625	8.2246814289188
buki1249	Bukiyip	Papunesia	Nuclear Torricelli	90	58.7059030100334	58.82	6.85073870825675
buku1249	Bukusu	Africa	Atlantic-Congo	52	57.9050815558344	56.25	11.4679603844962
bula1255	Bularnu	Australia	Pama-Nyungan	114	64.0483235785953	64.44	6.67899565253794
bull1247	Bullom So	Africa	Atlantic-Congo	165	62.9026505016722	63.01	5.37033693328502
bulo1242	Bulo Stieng	Eurasia	Austroasiatic	185	70.1290510033445	69.59	8.47726560757778
bulu1251	Bulu (Cameroon)	Africa	Atlantic-Congo	164	66.7163586956522	66.405	6.94909111533667
buna1276	Bunama	Papunesia	Austronesian	125	68.5194857859532	69.04	6.63654639729467
buna1278	Bunak	Papunesia	Timor-Alor-Pantar	96	60.5730267558528	60.44	7.77501135315793
bund1253	Bundeli	Eurasia	Indo-European	173	63.4174581939799	63.195	6.55663178676446
bunu1267	Bunun	Papunesia	Austronesian	74	61.9334280936455	61.9	9.61392661181572
buol1237	Buol	Papunesia	Austronesian	117	65.1660576923077	65.52	7.03970420904993
bura1267	Burarra	Australia	Maningrida	87	58.5736413043478	58.54	6.64028313985418
bura1292	Bura-Pabir	Africa	Afro-Asiatic	147	69.3330894648829	69.39	7.75657820330779
bure1242	Bure	Africa	Afro-Asiatic	124	63.8513963210702	63.8	6.86097820204013
burj1242	Burji	Africa	Afro-Asiatic	187	61.0696697324415	60.49	6.17421259316383
burm1264	Burmeso	Papunesia		65	59.5562442492681	59.38	8.64223529588005
buru1296	Burushaski	Eurasia		159	59.4737834448161	59.31	7.18597834393073
buru1303	Buru (Indonesia)	Papunesia	Austronesian	102	64.4128428093645	64.58	8.12323759269724
buru1320	Burunge	Africa	Afro-Asiatic	180	65.3785744147157	65.56	5.55707724461481
busa1253	Busa	Africa	Mande	171	67.3723996655518	67.4	6.94656683619106
bush1247	Bushoong	Africa	Atlantic-Congo	184	66.2792516722408	65.22	7.90963880429608
buta1242	Butam	Papunesia	Taulil-Butam	76	59.5250543478261	58.935	8.60720089902393
buwa1243	Buwal	Africa	Afro-Asiatic	191	68.8153177257525	69.06	6.22511298571133
bwai1242	Bwaidoka	Papunesia	Austronesian	153	65.6959030100334	65.97	5.70262270072947
bwat1240	Bwatoo	Papunesia	Austronesian	188	64.2300627090301	64.225	7.38823797877616
byan1241	Byangsi	Eurasia	Sino-Tibetan	182	66.0379180602007	65.77	6.80588136044148
caac1237	Caac	Papunesia	Austronesian	151	64.3079306020067	64.155	7.66855858286313
cabe1245	Cabécar	North America	Chibchan	139	63.758737458194	64	6.42193279493955
cacu1241	Kakua	South America	Kakua-Nukak	168	66.2528135451505	66.245	5.86708722370166
cahu1264	Cahuilla	North America	Uto-Aztecan	190	64.9233737458194	64.85	5.41840872442483
cakf1236	Cakfem-Mushere-Jibyal	Africa	Afro-Asiatic	173	67.0364464882943	67.085	7.13262994051415
cald1236	Calderón Highland Quichua	South America	Quechuan	155	67.7454891304348	67.13	7.45190016518057
caml1239	Camling	Eurasia	Sino-Tibetan	170	67.2524331103679	67.31	6.40264405334371
camp1261	Campidanese Sardinian	Eurasia	Indo-European	181	61.1079765886288	61.11	5.97745964089665
cams1241	Camsá	South America		124	63.5913043478261	64.35	6.60431749617714
cane1242	Canela-Krahô	South America	Nuclear-Macro-Je	173	64.4579473244147	64.665	6.44097371335616
cani1243	Canichana	South America		50	70.7792558528428	71.79	9.35035514359437
caom1238	Cao Miao	Eurasia	Tai-Kadai	183	67.7847240802676	67.24	8.51696181562151
capa1241	Capanahua	South America	Pano-Tacanan	171	65.9998829431438	65.13	7.5216569060818
cari1276	Caribbean Javanese	South America	Austronesian	97	65.8835549979088	65.48	9.46826065027992
carn1240	Car Nicobarese	Eurasia	Austroasiatic	184	66.8830100334448	67.365	6.77258913439588
caro1242	Carolinian	Papunesia	Austronesian	154	66.0092683946488	66.38	5.76358472798326
casi1235	Casiguran-Nagtipunan Agta	Papunesia	Austronesian	133	65.4570150501672	65.29	7.73044782823316
cata1286	Catawba	North America	Siouan	125	69.3829055183947	70.37	6.80831074138464
cavi1250	Cavineña	South America	Pano-Tacanan	151	62.6393352842809	62.65	6.01388514793943
cayu1262	Cayubaba	South America		131	65.7780351170569	66.1	6.85054634170604
cebu1242	Cebuano	Papunesia	Austronesian	84	64.1617056856187	63.75	9.10800989144644
cemu1238	Cemuhî	Papunesia	Austronesian	180	63.9428219063545	63.74	7.04734369373699
cent1972	Central Kurdish	Eurasia	Indo-European	15	56.6942333614153	57.14	13.7899414803809
cent1989	Central Khmer	Eurasia	Austroasiatic	177	67.0253762541806	66.67	8.6264421063015
cent1990	Central Nicobarese	Eurasia	Austroasiatic	169	63.7207692307692	63.64	7.4573451866743
cent1992	Central Mnong	Eurasia	Austroasiatic	190	67.5258193979933	67.17	8.26278266764833
cent2004	Central Bai	Eurasia	Sino-Tibetan	162	66.8346780936455	66.67	8.43459661980994
cent2050	Central Kanuri	Africa	Saharan	173	68.8847993311037	69.43	5.54101089299618
cent2058	Central Maewo	Papunesia	Austronesian	110	66.6221464435147	66.67	8.07287939875441
cent2084	Central Cagayan Agta	Papunesia	Austronesian	174	66.5097115384615	67.04	6.54273858163544
cent2087	Coastal-Naga Bikol	Papunesia	Austronesian	156	65.4958946488294	65.77	5.78742450732995
cent2090	Central Tagbanwa	Papunesia	Austronesian	166	69.5005183946488	70.065	6.57292615523998
cent2091	Central Palawano	Papunesia	Austronesian	90	63.665012541806	63.95	6.99512025647901
cent2100	Central Dusun	Papunesia	Austronesian	138	66.380029264214	66.67	6.86822866486474
cent2126	Central Okinawan	Eurasia	Japonic	153	68.4201881270903	68.035	7.35769165152169
cent2127	Central Alaskan Yupik	North America	Eskimo-Aleut	194	62.3788419732441	62.365	5.640675034436
cent2131	Central Tarahumara	North America	Uto-Aztecan	178	66.1852132107023	66.67	6.10232792829105
cent2140	Central Sierra Miwok	North America	Miwok-Costanoan	167	66.3639088628763	66.245	5.88603285317845
cent2142	Central Aymara	South America	Aymaran	160	63.8852048494983	63.78	5.75955788461158
cent2150	Central Tunebo	South America	Chibchan	159	67.2860660535117	67.56	6.72129816711477
cent2292	Central Bontoc	Papunesia	Austronesian	178	62.0326463210702	62.17	5.55991438710748
cent2314	Central Chong	Eurasia	Austroasiatic	187	68.3905602006689	68.08	8.65185938799569
cent2322	Central Mansi	Eurasia	Uralic	185	68.1236078595318	68.52	6.72181406016098
chac1249	Cha'palaa	South America	Barbacoan	91	62.5988503344482	62.35	8.69268828299315
chac1251	Chácobo	South America	Pano-Tacanan	176	61.3749205685619	60.87	5.70286900086546
chad1249	Chadian Arabic	Africa	Afro-Asiatic	146	64.709356187291	64.795	6.10135480798338
chak1270	Chak	Eurasia	Sino-Tibetan	188	68.3214506688963	68.42	6.53155628832398
chak1271	Chakali	Africa	Atlantic-Congo	191	66.9542349498328	66.9	6.25659933981876
chal1275	Chaldean Neo-Aramaic	Eurasia	Afro-Asiatic	181	61.2577926421405	61.06	6.07214257160792
cham1309	Chamalal	Eurasia	Nakh-Daghestanian	159	64.9479682274248	64.71	6.64670543590175
cham1312	Chamorro	Papunesia	Austronesian	188	65.1246112040134	65.155	7.48838378378078
cham1315	Chamacoco	South America	Zamucoan	143	61.5728469899666	61.9	5.74933510646726
cham1318	Chamicuro	South America	Arawakan	54	59.7097615062762	59.62	8.43898599990522
chan1313	Chang Naga	Eurasia	Sino-Tibetan	170	67.3183737458194	67.36	6.87620323142886
char1269	Chara	Africa	Ta-Ne-Omotic	149	67.4714590301003	67.66	6.92055175840263
chas1234	Chashan	Eurasia	Sino-Tibetan	169	70.1382232441472	70.1	7.94731729417639
chec1245	Chechen	Eurasia	Nakh-Daghestanian	168	62.7061580267559	62.7	5.99853912203676
chek1238	Cheke Holo	Papunesia	Austronesian	167	69.4954096989967	69.405	7.405813133727
chen1255	Chenchu	Eurasia	Dravidian	180	66.7924247491639	66.67	7.43778766121842
chep1245	Chepang	Eurasia	Sino-Tibetan	163	66.3222909698997	66.005	6.9564144248413
cher1273	Cherokee	North America	Iroquoian	184	64.93622909699	65.11	5.71918572126179
chey1247	Cheyenne	North America	Algic	139	65.4558152173913	65.69	6.55112359936745
chhi1245	Chintang	Eurasia	Sino-Tibetan	150	64.9233653846154	64.8	6.48031523727898
chib1270	Chibcha	South America	Chibchan	148	66.8919397993311	67.16	6.22124015170871
chic1270	Chickasaw	North America	Muskogean	150	67.5314297658863	67.68	6.08455478282056
chig1238	Chiga	Africa	Atlantic-Congo	95	60.5456730769231	59.55	8.68168862637992
chil1280	Chilcotin-Nicola	North America	Athabaskan-Eyak-Tlingit	183	66.6148829431438	66.88	5.60292133304891
chim1301	Chimariko	North America		141	61.5704389632107	61.54	6.20015259452159
chim1302	Bolivar-North Chimborazo Highland Quichua	South America	Quechuan	176	66.1339381270903	65.345	7.63900008737665
chim1309	Chimila	South America	Chibchan	136	65.7680602006689	66.13	5.96351371753208
chim1312	Chimwiini	Africa	Atlantic-Congo	81	60.3198619824341	59.32	9.28843650688583
chin1286	Clatsop-Shoalwater Chinook	North America	Chinookan	164	61.2665091973244	61.54	5.66001816850765
chip1241	Chippewa	North America	Algic	171	67.5767809364549	67.97	5.84649684789042
chip1261	Chipewyan	North America	Athabaskan-Eyak-Tlingit	193	66.7629055183946	66.975	5.56955126177013
chiq1248	Lomeriano-Ignaciano Chiquitano	South America	Chiquitano	166	60.6922366220736	60.57	5.65980882544991
chir1283	Chiru	Eurasia	Sino-Tibetan	170	67.6914548494983	68	6.38269368242872
chit1248	Chitimacha	North America		167	67.7994899665552	68.35	5.8952587964203
choc1275	Chocangacakha	Eurasia	Sino-Tibetan	124	68.9622491638796	68.63	7.85181979880233
choc1276	Choctaw	North America	Muskogean	190	61.9543227424749	61.74	5.97546584765962
chol1284	Cholón	South America	Hibito-Cholon	181	66.1638837792642	66.67	6.028969760909
chon1284	Chong of Chanthaburi	Eurasia	Austroasiatic	193	70.5190468227425	70.34	8.5029453510618
chot1239	Chothe	Eurasia	Sino-Tibetan	176	67.8582692307692	68.165	6.74179164570896
chra1242	Chrau	Eurasia	Austroasiatic	166	69.9447742474916	69.82	8.2093409394939
chug1252	Duhumbi	Eurasia	Sino-Tibetan	184	66.8435911371238	66.93	6.38717626177389
chuj1250	Chuj	North America	Mayan	171	65.2353553511706	65.62	5.42951887736182
chuk1273	Chukchi	Eurasia	Chukotko-Kamchatkan	195	64.3514297658863	64.195	5.87942863009622
chuu1238	Chuukese	Papunesia	Austronesian	132	67.6255392976589	67.555	8.05283754433141
chuv1255	Chuvash	Eurasia	Turkic	193	66.6121989966555	66.27	6.82175816454776
chuw1238	Chuwabu	Africa	Atlantic-Congo	180	65.6713294314381	65.52	5.90916025289188
cici1237	Cicipu	Africa	Atlantic-Congo	172	62.8447784280936	62.535	6.72693632388093
clas1249	Classical-Middle Armenian	Eurasia	Indo-European	183	63.5770735785953	63.43	6.25579841825762
clas1250	Classical Nahuatl	North America	Uto-Aztecan	185	60.8876923076923	60.78	5.84943659101131
coah1252	Coahuilteco	North America		129	66.2566722408027	66.39	5.72190919896818
coat1243	Coatlán Zapotec	North America	Otomanguean	166	64.4784991638796	64.71	6.60684203962159
coca1259	Cocama-Cocamilla	South America	Tupian	188	67.4484949832776	67.805	5.09598642235942
coch1272	Cochimi	North America	Cochimi-Yuman	89	64.7101045150502	64.71	7.66783261933619
coco1260	Cocos Islands Malay	Papunesia	Austronesian	88	71.7588085284281	72.5	8.14658019827564
coeu1236	Coeur d'Alene	North America	Salishan	157	63.8541429765886	64.18	6.89722734596602
cofa1242	Cofán	South America		137	67.0165050167224	66.67	6.62411165360858
cogu1240	Cogui	South America	Chibchan	141	67.3423787625418	66.93	6.64726087884966
colo1256	Tsafiki	South America	Barbacoan	144	63.8140844481605	63.77	6.70655638417077
colu1241	Columbia-Wenatchi	North America	Salishan	178	65.4754096989967	65.63	6.66148937189104
coma1245	Comanche	North America	Uto-Aztecan	182	65.4592767558528	65.75	5.75881452468573
como1259	Comox	North America	Salishan	177	62.4107065217391	62.795	6.14162828871917
cong1236	Congo Swahili	Africa	Atlantic-Congo	111	64.9834573578595	63.845	8.76324911975825
coos1249	Hanis	North America	Coosan	176	64.7513419732442	65.075	6.13475283130791
copa1237	Copala Triqui	North America	Otomanguean	171	63.2558277591973	63.58	5.7019925256403
copt1239	Coptic	Africa	Afro-Asiatic	178	65.1089799331104	65.81	5.80248310361415
cori1240	Cori	Africa	Atlantic-Congo	139	68.6583904682274	68.46	7.633218777254
cors1241	Corsican	Eurasia	Indo-European	179	60.5626505016722	60.46	6.19390168359214
cosa1234	Cosao	Eurasia	Sino-Tibetan	194	68.9646948160535	68.795	8.18829002853921
cota1241	Cotabato Manobo	Papunesia	Austronesian	145	65.3411329431438	65.6	6.9246251985513
cowl1242	Cowlitz	North America	Salishan	175	63.0649122073579	63.37	6.07009780838944
cree1270	Creek	North America	Muskogean	185	64.9778386287625	64.74	6.14493874308759
crim1257	Crimean Tatar	Eurasia	Turkic	179	67.0959991638796	66.67	6.95142023863966
cros1244	Cross River Mbembe	Africa	Atlantic-Congo	164	68.3452006688963	68.42	6.34968962919853
crow1244	Crow	North America	Siouan	192	61.2235117056856	61.15	5.76849573071371
cuaa1241	Cua	Eurasia	Austroasiatic	8	63.5182752832564	62.5	19.8790561979097
cube1242	Cubeo	South America	Tucanoan	191	59.1713043478261	59.14	5.6179648037665
culi1244	Culina	South America	Arawan	179	67.0179306020067	67.335	5.22421110037485
cupe1243	Cupeño	North America	Uto-Aztecan	48	63.0950648264325	63.16	8.68227866097615
curr1243	Curripaco	South America	Arawakan	101	57.6527508361204	57.67	6.54992573889722
cusc1236	Cusco Quechua	South America	Quechuan	167	66.816893812709	66.42	6.30806280777857
cypr1248	Cypriot Arabic	Eurasia	Afro-Asiatic	142	63.9227466555184	63.87	6.84873201849631
czec1258	Czech	Eurasia	Indo-European	191	62.6773118729097	62.42	6.46234737465352
daai1236	Daai Chin	Eurasia	Sino-Tibetan	183	66.3214882943144	66.48	6.61004823294458
daak1235	Da'a Kaili	Papunesia	Austronesian	123	67.3250480970305	67.57	6.88546371821394
daas1238	Daasanach	Africa	Afro-Asiatic	191	67.672508361204	68.025	5.33398227766549
dadi1250	Dadibi	Papunesia	Teberan	164	65.5440760869565	66.23	7.5976929227972
dagb1246	Dagbani	Africa	Atlantic-Congo	177	67.1954138795987	67.125	6.30005709182137
dagi1241	Dagik	Africa	Narrow Talodi	167	63.5200627090301	63.395	5.60836794477791
daha1245	Dahalo	Africa	Afro-Asiatic	46	61.3377029288703	61.36	9.93768922308569
daka1243	Dakaka	Papunesia	Austronesian	187	67.1202591973244	67.035	7.18154406027191
damp1237	Dampelas	Papunesia	Austronesian	159	68.241233277592	68.87	7.50066591388716
dana1252	Danau	Eurasia	Austroasiatic	179	68.1532274247492	68.1	7.41373938681705
dand1238	Dandami Maria	Eurasia	Dravidian	161	65.3132065217391	65.095	6.49040264687811
dani1285	Danish	Eurasia	Indo-European	182	60.5996279264214	60.53	5.92018458462582
dara1250	Darai	Eurasia	Indo-European	178	66.9359448160535	66.465	6.92056020270968
dard1243	Dar Daju Daju	Africa	Dajuic	93	69.172129707113	69.77	6.45166227504634
darg1241	North-Central Dargwa	Eurasia	Nakh-Daghestanian	146	65.9676212374582	66.07	7.06549716984927
darl1243	Paakantyi	Australia	Pama-Nyungan	45	62.9978051839465	63.16	8.62688903727198
darm1243	Darma	Eurasia	Sino-Tibetan	179	67.3908068561873	67.94	6.01169381655674
daur1238	Dagur	Eurasia	Mongolic-Khitan	149	70.3266429765886	70.54	7.29725117239244
dawr1236	Dawro	Africa	Ta-Ne-Omotic	156	67.8382274247492	67.4	7.58964153225671
daww1239	Dâw	South America	Naduhup	89	62.1038294314381	62.35	6.56537497849776
daza1242	Dazaga	Africa	Saharan	180	65.4672533444816	65.56	5.78065818541969
defa1248	Defaka	Africa	Ijoid	75	67.6394230769231	68	8.95517540080359
dege1246	Degema	Africa	Atlantic-Congo	189	67.0976254180602	66.915	6.29041113396957
dehu1237	Dehu	Papunesia	Austronesian	150	65.4147658862876	65.46	8.8465295841563
dera1245	Dera (Indonesia)	Papunesia	Senagi	93	57.6738628762542	56.98	8.82599529428637
dera1248	Dera (Nigeria)	Africa	Afro-Asiatic	178	64.3341931438127	64.48	5.48349526326838
desa1247	Desano	South America	Tucanoan	180	61.7917015050167	61.7	6.91885788155401
dhao1237	Dhao	Papunesia	Austronesian	189	66.1097993311037	65.31	8.13395781922725
dhar1247	Dhargari	Australia	Pama-Nyungan	77	63.2842892976589	63.64	7.96857988131433
dhar1248	Dharumbal	Australia	Pama-Nyungan	74	59.8919397993311	60.27	8.00115191412324
dhim1246	Dhimal	Eurasia	Sino-Tibetan	185	66.8725752508361	66.67	6.07732764523956
dibo1245	Dibole	Africa	Atlantic-Congo	124	66.1917015050167	65.29	7.32830852263732
dido1241	Tsez	Eurasia	Nakh-Daghestanian	170	63.6878010033445	63.725	6.86686720845724
dier1241	Dieri	Australia	Pama-Nyungan	66	61.0545192307692	60.94	7.72443238335133
diga1241	Tawra	Eurasia	Sino-Tibetan	178	66.294385451505	66.29	6.36531950389812
digo1243	Digo	Africa	Atlantic-Congo	190	64.2979515050167	63.33	6.85198724596694
dima1251	Dimasa	Eurasia	Sino-Tibetan	187	67.8264841137124	67.7	7.12383426319943
dime1235	Dime	Africa	South Omotic	52	57.0470418410042	57.45	11.1905672019476
diri1252	Diriku-Shambyu	Africa	Atlantic-Congo	137	67.4121822742475	66.67	7.12973532528869
dizi1235	Dizin	Africa	Dizoid	57	68.3026086956522	68	9.07504499752626
djam1255	Jaminjung-Ngaliwurru	Australia	Mirndi	184	63.1376086956522	63.83	6.2271013535978
djam1256	Djambarrpuyngu	Australia	Pama-Nyungan	91	62.6916304347826	62.22	7.35555329097375
djee1236	Djeebbana	Australia	Maningrida	182	59.7046195652174	60	5.53429563069214
djeo1235	Djeoromitxí	South America	Nuclear-Macro-Je	107	70.4619857859532	70.83	6.80917156685128
djin1251	Jingulu	Australia	Mirndi	166	62.8077090301003	63.03	5.45278627357889
djin1253	Djinang	Australia	Pama-Nyungan	59	63.8299038059389	64	7.67429736409685
dobe1238	Dobel	Papunesia	Austronesian	145	64.7322198996656	65.28	7.62682545117608
dobu1241	Dobu	Papunesia	Austronesian	174	67.7578302675585	68.245	5.35700072139446
doma1260	Domaaki	Eurasia	Indo-European	144	64.7460953177257	64.75	7.51292707018835
domm1246	Dom	Papunesia	Nuclear Trans New Guinea	179	64.7423035117057	65.295	6.4790771389141
dong1285	Dongxiang	Eurasia	Mongolic-Khitan	164	68.703754180602	68.98	7.12628197063469
doro1266	Doromu-Koki	Papunesia	Manubaran	167	67.7752633779264	68.195	6.50456031623969
drun1238	Drung	Eurasia	Sino-Tibetan	182	65.5539381270903	65.88	6.22311871712883
